#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC424.fasta	contig00002	540369	543247	-	pUTI89_NC_007941	37478-40345/114230	....=.../......	2/13	2.51	96.25	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00004	359598	359786	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00004	359783	359940	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00004	359941	360135	+	pUTI89_NC_007941	34872-35066/114230	....=..........	0/0	0.17	98.46	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00005	4469	5115	-	pUTI89_NC_007941	36826-37472/114230	....=..........	0/0	0.57	84.85	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00005	5110	6524	-	pUTI89_NC_007941	33430-34871/114230	....=.../......	9/29	1.24	83.37	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00005	296803	296997	+	pUTI89_NC_007941	34872-35066/114230	....=..........	0/0	0.17	98.97	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00009	1	211	+	pUTI89_NC_007941	36615-36825/114230	....=..........	0/0	0.18	100.00	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00009	127520	128235	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00016	102121	102230	-	pUTI89_NC_007941	36716-36825/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00019	14504	14714	+	pUTI89_NC_007941	37262-37472/114230	....=..........	0/0	0.18	84.36	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00019	28940	29031	+	pUTI89_NC_007941	61625-61716/114230	........=......	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00019	56967	57324	-	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00023	22501	22773	-	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00024	1	111	-	pUTI89_NC_007941	34872-34982/114230	....=..........	0/0	0.10	98.20	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00025	1	107	+	pUTI89_NC_007941	36719-36825/114230	....=..........	0/0	0.09	100.00	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00027	36454	36568	+	pUTI89_NC_007941	34868-34982/114230	....=..........	0/0	0.10	98.26	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00028	28118	28328	+	pUTI89_NC_007941	41561-41771/114230	.....=.........	0/0	0.18	80.57	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00029	1	1116	-	pUTI89_NC_007941	60362-61477/114230	.......==......	0/0	0.98	98.30	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00029	4027	4198	-	pUTI89_NC_007941	3307-3482/114230	=......./......	1/4	0.15	88.07	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00030	27637	28288	-	pUTI89_NC_007941	36826-37472/114230	....=.../......	1/5	0.57	86.66	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00030	28283	29598	-	pUTI89_NC_007941	33547-34871/114230	....=.../......	4/13	1.15	84.85	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00031	9475	9716	+	pUTI89_NC_007941	32806-33050/114230	....=.../......	4/9	0.21	80.24	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00031	23896	24236	-	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.35	pUTI89		pUTI89_NC_007941	
MVC424.fasta	contig00031	24228	25022	+	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
