#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2011_89.fasta	contig00002	1	79	+	pUTI89_NC_007941	36747-36825/114230	....=..........	0/0	0.07	100.00	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00002	142199	142914	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.69	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00013	1	80	-	pUTI89_NC_007941	34871-34950/114230	....=..........	0/0	0.07	98.75	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00013	828	926	-	pUTI89_NC_007941	27240-27338/114230	...=...........	0/0	0.09	92.93	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00013	978	1378	+	pUTI89_NC_007941	40500-40905/114230	....==../......	4/7	0.35	93.12	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00017	22469	22741	-	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00018	96325	96939	+	pUTI89_NC_007941	34872-35486/114230	....=..........	0/0	0.54	99.02	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00021	1	81	-	pUTI89_NC_007941	34869-34949/114230	....=..........	0/0	0.07	98.77	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	64	3661	-	pUTI89_NC_007941	101396-104993/114230	.............=.	0/0	3.15	98.86	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	3853	13462	-	pUTI89_NC_007941	91590-101199/114230	......../...==.	4/18	8.40	95.95	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	14314	14912	-	pUTI89_NC_007941	90955-91553/114230	......../...=..	2/2	0.52	86.00	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	15604	21646	-	pUTI89_NC_007941	84820-90862/114230	......../..==..	11/20	5.28	96.73	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	21642	22908	-	pUTI89_NC_007941	83964-85227/114230	......../..=...	10/19	1.10	88.00	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	22957	27403	-	pUTI89_NC_007941	79223-83670/114230	......../.==...	14/41	3.88	93.71	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	28391	28887	-	pUTI89_NC_007941	77908-78411/114230	......../.=....	3/11	0.43	80.83	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	29269	31143	-	pUTI89_NC_007941	75644-77516/114230	......../.=....	3/4	1.64	93.18	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	31429	45021	-	pUTI89_NC_007941	61755-75354/114230	.......=/==....	31/95	11.86	93.98	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	45015	45445	-	pUTI89_NC_007941	58993-59424/114230	.......=/......	1/1	0.38	90.28	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00028	50675	57032	-	pUTI89_NC_007941	40585-46942/114230	.....==........	0/0	5.57	99.81	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00029	1	79	-	pUTI89_NC_007941	34870-34948/114230	....=..........	0/0	0.07	98.73	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00032	40585	40773	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00032	40770	40927	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
2011_89.fasta	contig00032	40928	41006	+	pUTI89_NC_007941	34872-34950/114230	....=..........	0/0	0.07	98.73	pUTI89		pUTI89_NC_007941	
