#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR1314354.fasta	contig00003	180855	181570	+	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00006	1	597	-	pUTI89_NC_007941	34872-35468/114230	....=..........	0/0	0.52	99.00	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00015	22224	22496	-	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00023	52385	52446	+	pUTI89_NC_007941	34870-34931/114230	....=..........	0/0	0.05	98.39	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00024	1	61	+	pUTI89_NC_007941	36765-36825/114230	....=..........	0/0	0.05	100.00	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00025	3050	6152	-	pUTI89_NC_007941	1-3104/114230	=......./......	2/3	2.72	99.16	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00025	6153	45245	-	pUTI89_NC_007941	75183-114230/114230	......../.=====	1/45	34.18	99.61	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00028	40567	40755	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00028	40752	40909	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00028	40910	40970	+	pUTI89_NC_007941	34872-34932/114230	....=..........	0/0	0.05	98.36	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00031	1	62	-	pUTI89_NC_007941	34869-34930/114230	....=..........	0/0	0.05	98.39	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00035	29670	30385	-	pUTI89_NC_007941	39630-40345/114230	.....=.........	0/0	0.63	94.69	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00037	27085	27442	-	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00038	1	7722	-	pUTI89_NC_007941	61717-69426/114230	.......=/=.....	1/12	6.75	99.77	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00038	7719	9650	-	pUTI89_NC_007941	57654-59585/114230	.......=.......	0/0	1.69	99.95	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00038	9650	11780	+	pUTI89_NC_007941	59586-61716/114230	.......==......	0/0	1.87	100.00	pUTI89		pUTI89_NC_007941	
SRR1314354.fasta	contig00038	11781	28848	-	pUTI89_NC_007941	40603-57658/114230	....====/......	2/12	14.93	99.86	pUTI89		pUTI89_NC_007941	
