#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC306.fasta	contig00001	141730	142445	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00004	1	647	-	pUTI89_NC_007941	34872-35518/114230	....=..........	0/0	0.57	98.92	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00004	648	805	-	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00004	802	990	-	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00005	1	195	-	pUTI89_NC_007941	34872-35066/114230	....=..........	0/0	0.17	98.97	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00011	1	110	+	pUTI89_NC_007941	3951-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00013	1	112	-	pUTI89_NC_007941	34871-34982/114230	....=..........	0/0	0.10	99.11	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00013	860	958	-	pUTI89_NC_007941	27240-27338/114230	...=...........	0/0	0.09	92.93	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00013	1010	1410	+	pUTI89_NC_007941	40500-40905/114230	....==../......	4/7	0.35	93.12	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00015	108625	108734	-	pUTI89_NC_007941	3951-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00016	102121	102231	-	pUTI89_NC_007941	36715-36825/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00017	22500	22772	-	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	8439	8524	-	pUTI89_NC_007941	33045-33130/114230	....=..........	0/0	0.08	96.51	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	19555	25657	-	pUTI89_NC_007941	20769-26871/114230	..==..../......	2/2	5.34	99.25	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	25814	26165	-	pUTI89_NC_007941	26887-27238/114230	...=...........	0/0	0.31	91.76	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	26127	26266	-	pUTI89_NC_007941	3101-3240/114230	=..............	0/0	0.12	87.86	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	29986	32404	-	pUTI89_NC_007941	680-3098/114230	=......./......	17/32	2.10	89.73	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	34241	34315	-	pUTI89_NC_007941	587-661/114230	=..............	0/0	0.07	90.67	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	34752	35302	-	pUTI89_NC_007941	1-551/114230	=..............	0/0	0.48	98.19	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	35303	37209	-	pUTI89_NC_007941	112330-114230/114230	......../.....=	19/28	1.65	91.08	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	37252	43594	-	pUTI89_NC_007941	104978-111320/114230	.............==	0/0	5.55	96.86	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	43678	62969	-	pUTI89_NC_007941	85701-104993/114230	......../..===.	17/59	16.86	96.61	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	63102	64779	-	pUTI89_NC_007941	84023-85702/114230	......../..=...	2/2	1.47	94.88	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	65385	73416	-	pUTI89_NC_007941	75644-83670/114230	......../.==...	14/37	7.01	96.16	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00019	73703	73825	-	pUTI89_NC_007941	69843-69962/114230	......../=.....	1/3	0.11	96.75	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00021	1	112	-	pUTI89_NC_007941	34870-34981/114230	....=..........	0/0	0.10	99.11	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00023	1	112	-	pUTI89_NC_007941	34869-34980/114230	....=..........	0/0	0.10	99.11	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00026	29714	30672	-	pUTI89_NC_007941	39387-40345/114230	.....=.........	0/0	0.84	95.41	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00028	27135	27492	-	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00029	10015	10256	+	pUTI89_NC_007941	32806-33050/114230	....=.../......	4/9	0.21	80.24	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00029	24437	24777	-	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.35	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00029	24769	25563	+	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00029	28288	28397	-	pUTI89_NC_007941	36716-36825/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00030	1	609	+	pUTI89_NC_007941	39832-40456/114230	....=.../......	1/16	0.53	92.32	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00030	1392	16956	+	pUTI89_NC_007941	41004-56546/114230	.....==./......	16/88	13.58	97.83	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00030	16949	18102	+	pUTI89_NC_007941	58432-59585/114230	.......=.......	0/0	1.01	98.01	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00030	18099	22449	+	pUTI89_NC_007941	61717-66060/114230	.......=/=.....	4/9	3.80	94.83	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00030	22667	25794	+	pUTI89_NC_007941	66209-69337/114230	......../=.....	2/3	2.74	97.67	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00033	1	111	-	pUTI89_NC_007941	34872-34982/114230	....=..........	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00034	17315	17729	+	pUTI89_NC_007941	57341-57758/114230	.......=/......	2/3	0.36	87.80	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00035	200	291	-	pUTI89_NC_007941	61625-61716/114230	........=......	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00035	14517	14727	-	pUTI89_NC_007941	37262-37472/114230	....=..........	0/0	0.18	84.36	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00036	1	211	+	pUTI89_NC_007941	36615-36825/114230	....=..........	0/0	0.18	99.53	pUTI89		pUTI89_NC_007941	
MVC306.fasta	contig00036	209	344	+	pUTI89_NC_007941	61364-61499/114230	........=......	0/0	0.12	91.91	pUTI89		pUTI89_NC_007941	
