#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR7304452.fasta	contig00001	1	67	+	pUTI89_NC_007941	36759-36825/114230	....=..........	0/0	0.06	100.00	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00001	142185	142900	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00014	116451	117053	+	pUTI89_NC_007941	34872-35474/114230	....=..........	0/0	0.53	99.00	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00016	75222	75494	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	2	134	-	pUTI89_NC_007941	61904-62035/114230	.......=/......	1/1	0.12	90.98	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	15151	17557	-	pUTI89_NC_007941	694-3098/114230	=......./......	2/2	2.11	95.76	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	18572	18646	-	pUTI89_NC_007941	588-662/114230	=..............	0/0	0.07	94.67	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	19145	19845	-	pUTI89_NC_007941	113234-113923/114230	......../.....=	7/25	0.60	75.85	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	20704	21246	-	pUTI89_NC_007941	112330-112872/114230	..............=	0/0	0.48	86.56	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	21289	31203	-	pUTI89_NC_007941	101406-111320/114230	......../....==	5/8	8.68	97.78	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	31813	37443	-	pUTI89_NC_007941	95139-100769/114230	......../...==.	2/4	4.93	94.82	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	37511	46606	-	pUTI89_NC_007941	85701-94796/114230	...........==..	0/0	7.96	97.65	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	46738	48481	-	pUTI89_NC_007941	83964-85703/114230	......../..=...	11/20	1.52	90.53	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	48530	52976	-	pUTI89_NC_007941	79223-83670/114230	......../.==...	14/41	3.88	94.05	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	53964	54460	-	pUTI89_NC_007941	77908-78411/114230	......../.=....	3/11	0.43	80.83	pUTI89		pUTI89_NC_007941	
SRR7304452.fasta	contig00021	54842	56825	-	pUTI89_NC_007941	75534-77516/114230	......../.=....	1/1	1.74	96.67	pUTI89		pUTI89_NC_007941	
