#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR3098915.fasta	contig00010	94173	94273	-	pUTI89_NC_007941	20855-20954/114230	..=...../......	1/1	0.09	94.06	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00014	2	102	+	pUTI89_NC_007941	20855-20954/114230	..=...../......	1/1	0.09	95.05	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	1882	4302	-	pUTI89_NC_007941	682-3104/114230	=......./......	16/30	2.11	89.25	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	5911	6319	-	pUTI89_NC_007941	260-668/114230	=..............	0/0	0.36	98.04	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	6319	7463	-	pUTI89_NC_007941	112330-113474/114230	......../.....=	13/16	1.00	88.03	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	7506	13530	-	pUTI89_NC_007941	105296-111320/114230	......../....==	3/6	5.27	94.97	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	14267	16434	-	pUTI89_NC_007941	103117-105275/114230	......../....=.	1/9	1.89	97.09	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	16491	22212	-	pUTI89_NC_007941	96601-102322/114230	............==.	0/0	5.01	94.27	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	22225	23329	-	pUTI89_NC_007941	95139-96243/114230	............=..	0/0	0.97	96.20	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	23397	25567	-	pUTI89_NC_007941	92631-94796/114230	......../...=..	4/9	1.89	91.95	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	26079	27141	-	pUTI89_NC_007941	91015-92077/114230	...........==..	0/0	0.93	95.39	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	27212	29597	-	pUTI89_NC_007941	88224-90609/114230	...........=...	0/0	2.09	96.86	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	29593	31767	+	pUTI89_NC_007941	88435-90609/114230	...........=...	0/0	1.90	96.92	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	31838	32900	+	pUTI89_NC_007941	91015-92077/114230	...........==..	0/0	0.93	95.39	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	33412	35582	+	pUTI89_NC_007941	92631-94796/114230	......../...=..	4/9	1.89	91.95	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	35650	36754	+	pUTI89_NC_007941	95139-96243/114230	............=..	0/0	0.97	96.20	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	36767	42488	+	pUTI89_NC_007941	96601-102322/114230	............==.	0/0	5.01	94.27	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	42545	44712	+	pUTI89_NC_007941	103117-105275/114230	......../....=.	1/9	1.89	97.09	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	45449	51473	+	pUTI89_NC_007941	105296-111320/114230	......../....==	3/6	5.27	94.97	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	51516	52660	+	pUTI89_NC_007941	112330-113474/114230	......../.....=	13/16	1.00	88.03	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	52660	53068	+	pUTI89_NC_007941	260-668/114230	=..............	0/0	0.36	98.04	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00022	54677	57097	+	pUTI89_NC_007941	682-3104/114230	=......./......	16/30	2.11	89.25	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00046	13076	13791	+	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00048	22608	22880	-	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00049	256	670	-	pUTI89_NC_007941	57341-57758/114230	.......=/......	2/3	0.36	87.80	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00049	37938	38352	+	pUTI89_NC_007941	57341-57758/114230	.......=/......	2/3	0.36	87.80	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00050	1	91	+	pUTI89_NC_007941	36735-36825/114230	....=..........	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	1	221	-	pUTI89_NC_007941	16196-16416/114230	..=............	0/0	0.19	97.74	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	213	554	+	pUTI89_NC_007941	32710-33050/114230	....=.../......	3/3	0.30	89.21	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	10739	10967	+	pUTI89_NC_007941	2832-3093/114230	=......./......	4/35	0.20	75.28	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	12165	13812	+	pUTI89_NC_007941	42605-44256/114230	.....=../......	4/8	1.44	91.60	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	14560	17421	+	pUTI89_NC_007941	44231-47051/114230	.....=../......	2/43	2.47	94.13	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	17563	17814	-	pUTI89_NC_007941	17562-17813/114230	..=............	0/0	0.22	91.67	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	17886	18468	-	pUTI89_NC_007941	16989-17571/114230	..=............	0/0	0.51	91.77	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	23956	24199	+	pUTI89_NC_007941	50153-50396/114230	......=./......	2/2	0.21	85.71	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00065	25512	26216	+	pUTI89_NC_007941	51183-51887/114230	......=./......	2/2	0.62	78.33	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00067	1845	2202	+	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00086	1	91	-	pUTI89_NC_007941	34872-34962/114230	....=..........	0/0	0.08	98.90	pUTI89		pUTI89_NC_007941	
SRR3098915.fasta	contig00098	1	175	-	pUTI89_NC_007941	34872-35046/114230	....=..........	0/0	0.15	98.86	pUTI89		pUTI89_NC_007941	
