#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
ERR3330570.fasta	contig00001	618003	618718	+	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00001	746027	746237	-	pUTI89_NC_007941	36615-36825/114230	....=..........	0/0	0.18	100.00	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00004	1	647	-	pUTI89_NC_007941	34872-35518/114230	....=..........	0/0	0.57	99.07	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00004	291036	292450	+	pUTI89_NC_007941	33430-34871/114230	....=.../......	9/29	1.24	83.37	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00004	292445	293091	+	pUTI89_NC_007941	36826-37472/114230	....=..........	0/0	0.57	84.85	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00012	156825	157035	+	pUTI89_NC_007941	37262-37472/114230	....=..........	0/0	0.18	84.36	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00012	158098	158208	+	pUTI89_NC_007941	34872-34982/114230	....=..........	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00013	120747	121147	-	pUTI89_NC_007941	40500-40905/114230	....==../......	4/7	0.35	93.12	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00013	121199	121297	+	pUTI89_NC_007941	27240-27338/114230	...=...........	0/0	0.09	92.93	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00013	124765	125559	-	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00013	125551	125891	+	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.35	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00013	140072	140313	-	pUTI89_NC_007941	32806-33050/114230	....=.../......	4/9	0.21	80.24	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00017	102029	102138	-	pUTI89_NC_007941	36716-36825/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00018	75264	75536	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	111	4587	-	pUTI89_NC_007941	96601-101077/114230	............==.	0/0	3.92	93.43	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	4600	5704	-	pUTI89_NC_007941	95139-96243/114230	............=..	0/0	0.97	96.20	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	5772	7942	-	pUTI89_NC_007941	92631-94796/114230	......../...=..	4/9	1.89	91.95	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	8454	9516	-	pUTI89_NC_007941	91015-92077/114230	...........==..	0/0	0.93	95.39	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	9587	14227	-	pUTI89_NC_007941	85964-90609/114230	......../..==..	2/5	4.06	96.81	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	14333	15517	-	pUTI89_NC_007941	83704-84889/114230	......../..=...	1/1	1.04	95.03	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	15519	21261	-	pUTI89_NC_007941	77858-83598/114230	......../.==...	5/10	5.02	95.75	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	21532	25069	-	pUTI89_NC_007941	74026-77578/114230	......../.=....	8/27	3.09	95.34	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	25322	37034	-	pUTI89_NC_007941	62318-74016/114230	.......=/==....	24/78	10.21	93.28	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	41982	42204	-	pUTI89_NC_007941	62093-62313/114230	.......=/......	4/4	0.19	80.80	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	43870	44017	-	pUTI89_NC_007941	61945-62093/114230	.......=/......	3/5	0.13	76.16	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	55394	56098	-	pUTI89_NC_007941	51183-51887/114230	......=./......	2/2	0.62	78.33	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	57411	57654	-	pUTI89_NC_007941	50153-50396/114230	......=./......	2/2	0.21	85.71	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	63142	63724	+	pUTI89_NC_007941	16989-17571/114230	..=............	0/0	0.51	91.77	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	63796	64047	+	pUTI89_NC_007941	17562-17813/114230	..=............	0/0	0.22	91.67	pUTI89		pUTI89_NC_007941	
ERR3330570.fasta	contig00022	64198	67058	-	pUTI89_NC_007941	44231-47051/114230	.....=../......	5/52	2.46	93.86	pUTI89		pUTI89_NC_007941	
