#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR5017485.fasta	contig00003	1	603	-	pUTI89_NC_007941	34872-35474/114230	....=..........	0/0	0.53	99.00	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00006	93336	94051	+	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	1	1490	-	pUTI89_NC_007941	1415-2912/114230	=......./......	12/24	1.30	83.40	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	66096	66160	-	pUTI89_NC_007941	74888-74952/114230	.........=.....	0/0	0.06	93.85	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	66979	67331	-	pUTI89_NC_007941	64467-64819/114230	.......=/......	2/2	0.31	94.63	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	68170	72057	-	pUTI89_NC_007941	69980-73866/114230	......../==....	3/7	3.40	87.74	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	72440	72498	-	pUTI89_NC_007941	66213-66271/114230	........=......	0/0	0.05	98.31	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	75108	79372	-	pUTI89_NC_007941	61717-65980/114230	.......=/=.....	1/1	3.73	95.69	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	79369	80522	-	pUTI89_NC_007941	58432-59585/114230	.......=.......	0/0	1.01	96.79	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	80519	82482	-	pUTI89_NC_007941	54581-56542/114230	......=./......	2/2	1.72	98.47	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00022	88170	88417	-	pUTI89_NC_007941	2846-3093/114230	=......./......	2/2	0.22	90.36	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00027	6151	6361	+	pUTI89_NC_007941	37262-37472/114230	....=..........	0/0	0.18	84.36	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00027	20587	20678	+	pUTI89_NC_007941	61625-61716/114230	........=......	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00027	51198	54076	-	pUTI89_NC_007941	37478-40345/114230	....=.../......	2/13	2.51	96.35	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00027	56003	56068	+	pUTI89_NC_007941	35409-35474/114230	....=..........	0/0	0.06	98.48	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00031	52391	52459	+	pUTI89_NC_007941	34870-34938/114230	....=..........	0/0	0.06	98.55	pUTI89		pUTI89_NC_007941	
SRR5017485.fasta	contig00032	28681	28953	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
