#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC295.fasta	contig00001	141730	142445	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00003	387426	387826	-	pUTI89_NC_007941	40500-40905/114230	....==../......	4/7	0.35	93.12	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00003	387878	387976	+	pUTI89_NC_007941	27240-27338/114230	...=...........	0/0	0.09	92.93	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00003	388724	389371	+	pUTI89_NC_007941	34871-35518/114230	....=..........	0/0	0.57	99.07	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00005	363055	363243	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00005	363240	363397	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00005	363398	363592	+	pUTI89_NC_007941	34872-35066/114230	....=..........	0/0	0.17	98.46	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00006	1	111	-	pUTI89_NC_007941	34872-34982/114230	....=..........	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00007	1	111	-	pUTI89_NC_007941	34872-34982/114230	....=..........	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00011	177226	177336	-	pUTI89_NC_007941	3950-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00015	102122	102232	-	pUTI89_NC_007941	36715-36825/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00016	75265	75537	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	1	123	+	pUTI89_NC_007941	69843-69962/114230	......../=.....	1/3	0.11	96.75	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	410	8441	+	pUTI89_NC_007941	75644-83670/114230	......../.==...	14/37	7.01	96.16	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	9047	10724	+	pUTI89_NC_007941	84023-85702/114230	......../..=...	2/2	1.47	94.88	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	10857	30148	+	pUTI89_NC_007941	85701-104993/114230	......../..===.	17/59	16.86	96.61	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	30232	36574	+	pUTI89_NC_007941	104978-111320/114230	.............==	0/0	5.55	96.85	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	36617	38523	+	pUTI89_NC_007941	112330-114230/114230	......../.....=	19/28	1.65	91.08	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	38524	39074	+	pUTI89_NC_007941	1-551/114230	=..............	0/0	0.48	98.19	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	39511	39585	+	pUTI89_NC_007941	587-661/114230	=..............	0/0	0.07	90.67	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	41422	43840	+	pUTI89_NC_007941	680-3098/114230	=......./......	17/32	2.10	89.73	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	47560	47699	+	pUTI89_NC_007941	3101-3240/114230	=..............	0/0	0.12	87.86	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	47661	48012	+	pUTI89_NC_007941	26887-27238/114230	...=...........	0/0	0.31	91.76	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	48169	54271	+	pUTI89_NC_007941	20769-26871/114230	..==..../......	2/2	5.34	99.25	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00018	65302	65387	+	pUTI89_NC_007941	33045-33130/114230	....=..........	0/0	0.08	96.51	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00019	52435	52546	+	pUTI89_NC_007941	34870-34981/114230	....=..........	0/0	0.10	99.11	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00021	1	112	-	pUTI89_NC_007941	34869-34980/114230	....=..........	0/0	0.10	99.11	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00022	53	398	-	pUTI89_NC_007941	69016-69363/114230	......../=.....	2/2	0.30	87.36	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00022	1041	2296	-	pUTI89_NC_007941	74026-75344/114230	......../.=....	9/75	1.09	87.17	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00022	2549	10410	-	pUTI89_NC_007941	66209-74016/114230	......../==....	22/122	6.81	94.03	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00022	10628	14978	-	pUTI89_NC_007941	61717-66060/114230	.......=/=.....	4/9	3.80	94.83	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00022	14975	16128	-	pUTI89_NC_007941	58432-59585/114230	.......=.......	0/0	1.01	98.01	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00022	16121	31685	-	pUTI89_NC_007941	41004-56546/114230	.....==./......	16/88	13.58	97.83	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00022	32468	33521	-	pUTI89_NC_007941	39387-40456/114230	....=.../......	1/16	0.92	94.02	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00025	29720	30233	-	pUTI89_NC_007941	39832-40345/114230	.....=.........	0/0	0.45	92.80	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00027	27135	27492	-	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00028	10015	10256	+	pUTI89_NC_007941	32806-33050/114230	....=.../......	4/9	0.21	80.24	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00028	24437	24777	-	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.35	pUTI89		pUTI89_NC_007941	
MVC295.fasta	contig00028	24769	25563	+	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
