#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR784477.fasta	contig00001	141314	142029	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00018	96315	96917	+	pUTI89_NC_007941	34872-35474/114230	....=..........	0/0	0.53	99.00	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00027	52391	52459	+	pUTI89_NC_007941	34870-34938/114230	....=..........	0/0	0.06	98.55	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00028	29027	29299	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00030	45862	47114	-	pUTI89_NC_007941	35573-36825/114230	....=..........	0/0	1.10	99.60	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00033	38761	38828	+	pUTI89_NC_007941	34869-34936/114230	....=..........	0/0	0.06	98.53	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00041	2453	2694	+	pUTI89_NC_007941	32806-33050/114230	....=.../......	4/9	0.21	80.24	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00041	16875	17215	-	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.35	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00041	17207	18001	+	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00041	20726	20791	-	pUTI89_NC_007941	36760-36825/114230	....=..........	0/0	0.06	100.00	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00043	14848	17726	-	pUTI89_NC_007941	37478-40345/114230	....=.../......	2/13	2.51	96.35	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00043	19653	19718	+	pUTI89_NC_007941	35409-35474/114230	....=..........	0/0	0.06	98.48	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00044	383	797	-	pUTI89_NC_007941	57341-57758/114230	.......=/......	2/3	0.36	87.80	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00045	15006	15363	-	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00051	9896	10104	+	pUTI89_NC_007941	33558-33766/114230	....=.../......	2/2	0.18	75.71	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00053	203	394	-	pUTI89_NC_007941	42226-42416/114230	.....=../......	3/3	0.17	86.53	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00055	8572	8760	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00055	8757	8914	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00055	8915	8981	+	pUTI89_NC_007941	34872-34938/114230	....=..........	0/0	0.06	98.51	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00056	1	79	-	pUTI89_NC_007941	35280-35358/114230	....=..........	0/0	0.07	98.73	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00056	8705	8855	+	pUTI89_NC_007941	37086-37236/114230	....=..........	0/0	0.13	80.80	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00059	6044	6222	-	pUTI89_NC_007941	40457-40636/114230	....=.../......	1/1	0.16	83.33	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00064	5179	5579	-	pUTI89_NC_007941	40500-40905/114230	....==../......	4/7	0.35	93.12	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00064	5631	5729	+	pUTI89_NC_007941	27240-27338/114230	...=...........	0/0	0.09	92.93	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00064	6477	6543	+	pUTI89_NC_007941	34871-34937/114230	....=..........	0/0	0.06	98.51	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00080	1	67	+	pUTI89_NC_007941	61650-61716/114230	........=......	0/0	0.06	100.00	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00097	2018	2153	-	pUTI89_NC_007941	61364-61499/114230	........=......	0/0	0.12	91.91	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00097	2151	2217	-	pUTI89_NC_007941	36759-36825/114230	....=..........	0/0	0.06	100.00	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00099	1	68	+	pUTI89_NC_007941	36759-36826/114230	....=..........	0/0	0.06	100.00	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00101	1210	1420	+	pUTI89_NC_007941	37262-37472/114230	....=..........	0/0	0.18	84.36	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00126	1040	1105	-	pUTI89_NC_007941	36760-36825/114230	....=..........	0/0	0.06	100.00	pUTI89		pUTI89_NC_007941	
SRR784477.fasta	contig00250	15	152	+	pUTI89_NC_007941	33714-33851/114230	....=.../......	2/2	0.12	79.14	pUTI89		pUTI89_NC_007941	
