#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC715.fasta	contig00001	617895	618610	+	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00005	283722	284368	+	pUTI89_NC_007941	34872-35518/114230	....=..........	0/0	0.57	99.07	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00014	1	211	+	pUTI89_NC_007941	36615-36825/114230	....=..........	0/0	0.18	100.00	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00015	75265	75537	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00022	1	113	-	pUTI89_NC_007941	34870-34982/114230	....=..........	0/0	0.10	99.11	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00025	30965	31136	+	pUTI89_NC_007941	3307-3482/114230	=......./......	1/4	0.15	88.07	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00025	34079	34725	-	pUTI89_NC_007941	36826-37472/114230	....=..........	0/0	0.57	99.69	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00025	34720	36532	-	pUTI89_NC_007941	33049-34871/114230	....=.../......	1/10	1.59	95.39	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00025	36533	37624	+	pUTI89_NC_007941	60386-61477/114230	.......==......	0/0	0.96	98.26	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00029	1	110	-	pUTI89_NC_007941	35409-35518/114230	....=..........	0/0	0.10	99.09	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00029	2037	4915	+	pUTI89_NC_007941	37478-40345/114230	....=.../......	2/13	2.51	96.35	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00034	1865	2222	+	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00035	5290	6606	+	pUTI89_NC_007941	33547-34871/114230	....=.../......	3/12	1.15	84.93	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00035	6601	7252	+	pUTI89_NC_007941	36826-37472/114230	....=.../......	1/5	0.57	86.66	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00036	1	110	+	pUTI89_NC_007941	36716-36825/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00036	2835	3629	-	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00036	3621	3961	+	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.35	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00036	18142	18383	-	pUTI89_NC_007941	32806-33050/114230	....=.../......	4/9	0.21	80.24	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00039	276	690	-	pUTI89_NC_007941	57341-57758/114230	.......=/......	2/3	0.36	87.80	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00040	1	195	-	pUTI89_NC_007941	34872-35066/114230	....=..........	0/0	0.17	98.46	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00040	196	353	-	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00040	350	538	-	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00041	1072	1344	-	pUTI89_NC_007941	33276-33566/114230	....=.../......	6/22	0.24	75.77	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00041	5748	5951	-	pUTI89_NC_007941	33421-33624/114230	....=..........	0/0	0.18	80.39	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00041	6748	6893	+	pUTI89_NC_007941	58303-58447/114230	.......=/......	1/1	0.13	89.73	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00042	1254	1464	+	pUTI89_NC_007941	37262-37472/114230	....=..........	0/0	0.18	84.36	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00042	15690	15781	+	pUTI89_NC_007941	61625-61716/114230	........=......	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00043	1	114	+	pUTI89_NC_007941	61386-61499/114230	........=......	0/0	0.10	91.23	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00043	13292	13470	-	pUTI89_NC_007941	40457-40636/114230	....=.../......	1/1	0.16	83.33	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00045	12503	12768	+	pUTI89_NC_007941	33558-33823/114230	....=.../......	4/4	0.23	75.37	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00047	8115	10334	-	pUTI89_NC_007941	30489-32720/114230	...==.../......	3/14	1.94	88.09	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00051	4083	4483	-	pUTI89_NC_007941	40500-40905/114230	....==../......	4/7	0.35	93.12	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00051	4535	4633	+	pUTI89_NC_007941	27240-27338/114230	...=...........	0/0	0.09	92.93	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00051	5381	5491	+	pUTI89_NC_007941	34871-34981/114230	....=..........	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC715.fasta	contig00056	1	112	+	pUTI89_NC_007941	36715-36826/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
