#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2011_97.fasta	contig00002	1	79	+	pUTI89_NC_007941	36747-36825/114230	....=..........	0/0	0.07	100.00	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00002	142199	142914	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.69	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00004	1	615	-	pUTI89_NC_007941	34872-35486/114230	....=..........	0/0	0.54	99.02	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00014	1	80	-	pUTI89_NC_007941	34871-34950/114230	....=..........	0/0	0.07	98.75	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00014	828	926	-	pUTI89_NC_007941	27240-27338/114230	...=...........	0/0	0.09	92.93	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00014	978	1378	+	pUTI89_NC_007941	40500-40905/114230	....==../......	4/7	0.35	93.12	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00018	75233	75505	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00024	13849	13940	-	pUTI89_NC_007941	61625-61716/114230	........=......	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00024	28166	28376	-	pUTI89_NC_007941	37262-37472/114230	....=..........	0/0	0.18	84.36	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00024	54463	57341	-	pUTI89_NC_007941	37478-40345/114230	....=.../......	2/13	2.51	96.35	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00026	1	80	-	pUTI89_NC_007941	34870-34949/114230	....=..........	0/0	0.07	98.75	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00029	1	171	+	pUTI89_NC_007941	32656-32826/114230	....=..........	0/0	0.15	100.00	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00029	1302	3083	+	pUTI89_NC_007941	33080-34871/114230	....=.../......	1/10	1.56	95.31	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00029	3078	3724	+	pUTI89_NC_007941	36826-37472/114230	....=..........	0/0	0.57	99.38	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00029	5544	5797	+	pUTI89_NC_007941	2841-3098/114230	=......./......	3/6	0.22	91.12	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00029	39166	39523	-	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00030	1	79	-	pUTI89_NC_007941	34872-34950/114230	....=..........	0/0	0.07	98.73	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00030	80	237	-	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00030	234	422	-	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00031	1	80	-	pUTI89_NC_007941	34869-34948/114230	....=..........	0/0	0.07	98.75	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00033	1517	11943	-	pUTI89_NC_007941	4782-15209/114230	==....../......	1/1	9.13	99.97	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00033	12051	12870	+	pUTI89_NC_007941	3241-4060/114230	=..............	0/0	0.72	99.63	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00034	1	91	+	pUTI89_NC_007941	69875-69962/114230	......../=.....	1/3	0.08	95.60	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00034	378	2252	+	pUTI89_NC_007941	75644-77516/114230	......../.=....	3/4	1.64	93.18	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00034	2634	3130	+	pUTI89_NC_007941	77908-78411/114230	......../.=....	3/11	0.43	80.83	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00034	4118	8564	+	pUTI89_NC_007941	79223-83670/114230	......../.==...	14/41	3.88	93.71	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00034	8613	15514	+	pUTI89_NC_007941	83964-90862/114230	......../..==..	21/39	6.02	94.97	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00034	16206	16804	+	pUTI89_NC_007941	90955-91553/114230	......../...=..	2/2	0.52	86.00	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00034	17656	27265	+	pUTI89_NC_007941	91590-101199/114230	......../...==.	4/18	8.40	95.95	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00034	27457	31054	+	pUTI89_NC_007941	101396-104993/114230	.............=.	0/0	3.15	98.86	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00037	9983	10224	+	pUTI89_NC_007941	32806-33050/114230	....=.../......	4/9	0.21	80.24	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00037	24405	24745	-	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.35	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00037	24737	25531	+	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
2011_97.fasta	contig00037	28256	28334	-	pUTI89_NC_007941	36747-36825/114230	....=..........	0/0	0.07	100.00	pUTI89		pUTI89_NC_007941	
