#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR958560.fasta	contig00001	163033	163748	+	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00011	94589	94861	-	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	71	135	+	pUTI89_NC_007941	74888-74952/114230	.........=.....	0/0	0.06	93.85	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	71490	73159	+	pUTI89_NC_007941	1415-3093/114230	=......./......	13/25	1.45	84.35	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	85067	85309	-	pUTI89_NC_007941	17562-17804/114230	..=............	0/0	0.21	96.30	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	85381	85960	-	pUTI89_NC_007941	16989-17571/114230	..=...../......	4/5	0.51	84.59	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	86071	86314	+	pUTI89_NC_007941	50170-50411/114230	......=./......	1/2	0.21	87.30	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	86904	87613	+	pUTI89_NC_007941	51169-51878/114230	......=........	0/0	0.62	93.94	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	90998	91160	+	pUTI89_NC_007941	56384-56546/114230	.......=.......	0/0	0.14	98.77	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	91153	92306	+	pUTI89_NC_007941	58432-59585/114230	.......=.......	0/0	1.01	95.06	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	92303	96568	+	pUTI89_NC_007941	61717-65980/114230	.......=/=.....	13/28	3.72	92.29	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	96835	96893	+	pUTI89_NC_007941	66213-66271/114230	........=......	0/0	0.05	98.31	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	97276	101163	+	pUTI89_NC_007941	69980-73866/114230	......../==....	1/1	3.40	89.30	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00020	102005	102357	+	pUTI89_NC_007941	64467-64819/114230	.......=/......	2/2	0.31	94.63	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00021	45687	45778	-	pUTI89_NC_007941	61625-61716/114230	........=......	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00021	60956	61143	+	pUTI89_NC_007941	42226-42411/114230	.....=../......	2/2	0.16	77.13	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00021	74428	74664	-	pUTI89_NC_007941	32809-33046/114230	....=.../......	1/1	0.21	91.18	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00040	14333	14521	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00040	14518	14675	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00040	14676	16629	+	pUTI89_NC_007941	34872-36825/114230	....=..........	0/0	1.71	99.39	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00040	16627	16762	+	pUTI89_NC_007941	61364-61499/114230	........=......	0/0	0.12	91.91	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00044	8660	8870	-	pUTI89_NC_007941	41561-41771/114230	.....=.........	0/0	0.18	80.57	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00045	6407	7821	+	pUTI89_NC_007941	33430-34871/114230	....=.../......	9/29	1.24	83.51	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00045	7816	8462	+	pUTI89_NC_007941	36826-37472/114230	....=..........	0/0	0.57	84.85	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00048	7111	7289	-	pUTI89_NC_007941	40457-40636/114230	....=.../......	1/1	0.16	83.33	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00049	1111	1462	+	pUTI89_NC_007941	19743-20094/114230	..=............	0/0	0.31	90.06	pUTI89		pUTI89_NC_007941	
SRR958560.fasta	contig00049	1645	2283	+	pUTI89_NC_007941	20092-20730/114230	..=............	0/0	0.56	98.59	pUTI89		pUTI89_NC_007941	
