#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
HOS35.fasta	contig00006	9246	9444	-	pUTI89_NC_007941	61518-61716/114230	.......=/......	2/2	0.17	89.00	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00009	1	79	+	pUTI89_NC_007941	36747-36825/114230	....=..........	0/0	0.07	100.00	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00009	77	212	+	pUTI89_NC_007941	61364-61499/114230	........=......	0/0	0.12	91.91	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00009	10776	11273	-	pUTI89_NC_007941	29438-29949/114230	...=..../......	2/16	0.44	94.54	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00009	11260	12226	-	pUTI89_NC_007941	28414-29394/114230	...=..../......	1/14	0.85	96.33	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00009	78791	79506	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00020	75234	75506	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00024	1	79	-	pUTI89_NC_007941	34872-34950/114230	....=..........	0/0	0.07	98.73	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00026	1	79	-	pUTI89_NC_007941	34872-34950/114230	....=..........	0/0	0.07	98.73	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00034	36862	36939	-	pUTI89_NC_007941	36748-36825/114230	....=..........	0/0	0.07	100.00	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00036	35155	35232	+	pUTI89_NC_007941	34872-34949/114230	....=..........	0/0	0.07	98.72	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00043	1	19794	+	pUTI89_NC_007941	36747-56546/114230	....===./......	5/8	17.33	99.61	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00043	19787	20224	+	pUTI89_NC_007941	58432-58869/114230	.......=.......	0/0	0.38	99.09	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00044	1	79	+	pUTI89_NC_007941	36748-36826/114230	....=..........	0/0	0.07	100.00	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00044	4402	4544	-	pUTI89_NC_007941	61216-61363/114230	.......=/......	3/5	0.13	79.73	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00044	4539	4728	-	pUTI89_NC_007941	59616-59805/114230	.......=.......	0/0	0.17	86.32	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00046	1	87	-	pUTI89_NC_007941	34864-34950/114230	....=..........	0/0	0.08	95.40	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00046	15576	16536	-	pUTI89_NC_007941	29149-30107/114230	...=..../......	2/2	0.84	93.65	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00048	168	259	-	pUTI89_NC_007941	61625-61716/114230	........=......	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00048	15469	15656	+	pUTI89_NC_007941	42226-42411/114230	.....=../......	2/2	0.16	77.13	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00049	1	1192	+	pUTI89_NC_007941	2868-4060/114230	=......./......	1/1	1.04	99.83	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00049	1752	12899	+	pUTI89_NC_007941	4061-15209/114230	==....../......	1/1	9.76	99.94	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00049	14337	15632	-	pUTI89_NC_007941	25937-27232/114230	...=...........	0/0	1.13	100.00	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00052	1	79	+	pUTI89_NC_007941	36747-36825/114230	....=..........	0/0	0.07	100.00	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00054	1	232	+	pUTI89_NC_007941	2868-3098/114230	=......./......	1/1	0.20	93.97	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00054	10294	10541	+	pUTI89_NC_007941	61904-62150/114230	.......=/......	1/1	0.22	96.37	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00058	1	7602	-	pUTI89_NC_007941	85701-93302/114230	...........==..	0/0	6.65	97.58	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00058	7734	7919	-	pUTI89_NC_007941	85518-85703/114230	...........=...	0/0	0.16	94.62	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00059	1	2687	-	pUTI89_NC_007941	111083-113769/114230	..............=	0/0	2.35	99.78	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00059	7638	7716	-	pUTI89_NC_007941	111009-111087/114230	..............=	0/0	0.07	100.00	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00060	1374	1552	+	pUTI89_NC_007941	40457-40636/114230	....=.../......	1/1	0.16	83.33	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00062	1	199	-	pUTI89_NC_007941	75301-75499/114230	.........=.....	0/0	0.17	97.99	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00062	191	341	-	pUTI89_NC_007941	74885-75034/114230	......../.=....	1/1	0.13	96.03	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00062	494	5454	-	pUTI89_NC_007941	69804-74739/114230	......../==....	18/51	4.31	92.60	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00063	1	4534	+	pUTI89_NC_007941	70209-74739/114230	......../==....	12/21	3.96	93.55	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00063	4687	4772	+	pUTI89_NC_007941	74885-74969/114230	......../.=....	1/1	0.07	94.19	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00067	1	2945	+	pUTI89_NC_007941	102049-104993/114230	.............=.	0/0	2.58	98.23	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00067	3002	4033	+	pUTI89_NC_007941	104978-106009/114230	.............=.	0/0	0.90	99.32	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00068	3869	3946	+	pUTI89_NC_007941	34872-34949/114230	....=..........	0/0	0.07	98.72	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00069	1	268	+	pUTI89_NC_007941	284-551/114230	=..............	0/0	0.23	98.51	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00069	705	779	+	pUTI89_NC_007941	587-661/114230	=..............	0/0	0.07	90.67	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00069	2620	3942	+	pUTI89_NC_007941	680-2004/114230	=......./......	15/30	1.15	86.03	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00070	1	3663	+	pUTI89_NC_007941	63295-66957/114230	........=......	0/0	3.21	97.49	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00073	1	3040	+	pUTI89_NC_007941	106842-109881/114230	..............=	0/0	2.66	99.44	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00075	1741	1977	-	pUTI89_NC_007941	32809-33046/114230	....=.../......	1/1	0.21	91.18	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00076	1	1446	-	pUTI89_NC_007941	112330-113769/114230	......../.....=	19/28	1.25	88.81	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00076	1489	3006	-	pUTI89_NC_007941	109803-111320/114230	..............=	0/0	1.33	99.34	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00077	1	2913	+	pUTI89_NC_007941	96798-99710/114230	............==.	0/0	2.55	94.34	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00079	1	2871	-	pUTI89_NC_007941	79789-82659/114230	..........=....	0/0	2.51	97.91	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00081	1	2496	+	pUTI89_NC_007941	99632-102127/114230	.............=.	0/0	2.19	99.64	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00083	1	335	-	pUTI89_NC_007941	79263-79598/114230	......../.=....	6/15	0.29	82.80	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00083	1210	1792	-	pUTI89_NC_007941	77834-78416/114230	......../.=....	7/12	0.51	83.36	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00083	2088	2245	-	pUTI89_NC_007941	77373-77530/114230	..........=....	0/0	0.14	97.47	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00085	1	1938	+	pUTI89_NC_007941	34872-36809/114230	....=..........	0/0	1.70	99.43	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00086	1	1927	+	pUTI89_NC_007941	66879-68805/114230	........==.....	0/0	1.69	99.69	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00087	1	1863	+	pUTI89_NC_007941	99632-101494/114230	......../....=.	12/40	1.61	89.48	pUTI89		pUTI89_NC_007941	
HOS35.fasta	contig00088	1	893	-	pUTI89_NC_007941	83964-84856/114230	...........=...	0/0	0.78	94.18	pUTI89		pUTI89_NC_007941	
