#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
ERR1981376.fasta	contig00004	164455	165170	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00005	286779	287417	+	pUTI89_NC_007941	34872-35510/114230	....=..........	0/0	0.56	99.06	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00014	117747	118147	-	pUTI89_NC_007941	40500-40905/114230	....==../......	4/7	0.35	93.12	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00014	118199	118297	+	pUTI89_NC_007941	27240-27338/114230	...=...........	0/0	0.09	92.93	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00014	119045	119148	+	pUTI89_NC_007941	34871-34974/114230	....=..........	0/0	0.09	99.04	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00015	1	203	+	pUTI89_NC_007941	36623-36825/114230	....=..........	0/0	0.18	100.00	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00016	75257	75529	+	pUTI89_NC_007941	69959-70230/114230	......../=.....	1/1	0.24	76.19	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00017	1	104	-	pUTI89_NC_007941	34870-34973/114230	....=..........	0/0	0.09	99.04	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00026	26737	27094	-	pUTI89_NC_007941	37116-37473/114230	....=..........	0/0	0.31	86.03	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00028	17484	17898	+	pUTI89_NC_007941	57341-57758/114230	.......=/......	2/3	0.36	87.80	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00030	1	102	+	pUTI89_NC_007941	36724-36825/114230	....=..........	0/0	0.09	100.00	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00030	2827	3621	-	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00030	3613	3953	+	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.35	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00030	18134	18375	-	pUTI89_NC_007941	32806-33050/114230	....=.../......	4/9	0.21	80.24	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00037	1246	1456	+	pUTI89_NC_007941	37262-37472/114230	....=..........	0/0	0.18	84.36	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00037	15682	15773	+	pUTI89_NC_007941	61625-61716/114230	........=......	0/0	0.08	100.00	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00038	15142	15330	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00038	15327	15484	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00038	15485	15671	+	pUTI89_NC_007941	34872-35058/114230	....=..........	0/0	0.16	98.40	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00040	1	102	-	pUTI89_NC_007941	35409-35510/114230	....=..........	0/0	0.09	99.02	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00040	2029	4907	+	pUTI89_NC_007941	37478-40345/114230	....=.../......	2/13	2.51	96.35	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00041	12494	12787	+	pUTI89_NC_007941	33558-33851/114230	....=.../......	4/4	0.26	75.00	pUTI89		pUTI89_NC_007941	
ERR1981376.fasta	contig00041	13436	13538	-	pUTI89_NC_007941	36723-36825/114230	....=..........	0/0	0.09	100.00	pUTI89		pUTI89_NC_007941	
